longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,122700.0
-122.0,38.36,34.0,2735.0,539.0,1390.0,491.0,2.7262,118800.0
-118.33,34.03,39.0,2840.0,826.0,1911.0,688.0,1.9018,137500.0
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,72900.0
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0
-122.28,37.85,52.0,2246.0,472.0,1005.0,449.0,2.4167,152700.0
-122.17,37.75,47.0,998.0,211.0,597.0,185.0,3.1587,100400.0
-121.86,37.36,31.0,1602.0,358.0,1179.0,354.0,4.4896,156800.0
-121.98,37.23,33.0,3585.0,935.0,1511.0,835.0,3.1176,396300.0
-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409,256300.0
-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,2.6392,287500.0
-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,178200.0
-121.88,37.64,20.0,1309.0,184.0,514.0,172.0,10.9506,475800.0
-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687,392400.0
-121.83,37.21,14.0,2714.0,361.0,1259.0,375.0,7.7738,387500.0
-123.23,39.33,20.0,804.0,121.0,448.0,140.0,3.9632,147100.0
-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,5.431,246700.0
-121.21,38.75,11.0,4552.0,639.0,2006.0,623.0,4.3962,264400.0
-118.2,33.9,33.0,1435.0,322.0,1298.0,299.0,2.7813,105100.0
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,127800.0
-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,1.972,90500.0
-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0
-121.54,39.12,17.0,4251.0,899.0,3265.0,934.0,2.3496,65000.0
-117.64,34.07,38.0,2450.0,544.0,1823.0,536.0,2.837,111200.0
-118.1,33.91,36.0,1080.0,201.0,719.0,201.0,4.2679,175800.0
-118.94,35.37,37.0,1667.0,362.0,971.0,335.0,2.875,57400.0
-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,175000.0
-119.08,35.34,18.0,4070.0,512.0,1580.0,540.0,10.5941,245800.0
-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,4.9984,169100.0
-122.48,37.68,31.0,3506.0,653.0,2296.0,645.0,5.5647,268700.0
-120.48,35.05,24.0,2314.0,468.0,1549.0,463.0,2.8203,152600.0
-118.19,34.14,38.0,1826.0,300.0,793.0,297.0,5.2962,291500.0
-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,174200.0
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,178600.0
-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,139600.0
-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,2.7955,96300.0
-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,183300.0
-121.45,38.6,44.0,2324.0,413.0,823.0,375.0,4.6625,158900.0
-122.02,37.3,32.0,2134.0,328.0,903.0,322.0,6.359,341900.0
-123.96,40.57,31.0,1854.0,365.0,883.0,310.0,2.3167,92600.0
-117.92,33.93,12.0,4415.0,890.0,1532.0,854.0,3.75,166300.0
-122.96,40.77,29.0,1637.0,297.0,753.0,270.0,3.2891,93100.0
-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,374000.0
-121.36,38.02,5.0,2229.0,543.0,1010.0,474.0,4.1719,206100.0
-122.34,40.32,12.0,3848.0,689.0,2008.0,683.0,2.6352,92200.0
-121.86,37.32,13.0,2519.0,581.0,2094.0,530.0,4.3621,173400.0
-121.23,37.95,36.0,811.0,168.0,514.0,152.0,2.625,89200.0
-117.58,33.88,16.0,1739.0,478.0,1235.0,420.0,2.2969,116100.0
-121.85,37.26,16.0,1982.0,280.0,1030.0,297.0,6.4339,289200.0
-118.47,34.04,32.0,2909.0,748.0,1310.0,706.0,4.516,350000.0
-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,174300.0
-118.33,34.02,45.0,1667.0,399.0,928.0,375.0,1.8783,118200.0
-117.95,35.08,1.0,83.0,15.0,32.0,15.0,4.875,141700.0
-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,426900.0
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,67500.0
-121.92,37.34,42.0,2101.0,524.0,1212.0,526.0,3.6389,239200.0
-118.27,33.83,28.0,2152.0,415.0,1623.0,429.0,4.35,200500.0
-117.39,33.92,25.0,2886.0,583.0,2327.0,577.0,2.3851,113700.0
-121.82,37.69,12.0,1906.0,351.0,802.0,319.0,4.9375,227700.0
-121.94,37.35,18.0,1922.0,561.0,1096.0,545.0,2.3713,244000.0
-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,233700.0
-121.92,37.74,8.0,452.0,51.0,140.0,43.0,12.5915,432400.0
-124.17,40.8,52.0,661.0,316.0,392.0,244.0,0.957,60000.0
-122.41,37.75,9.0,1282.0,334.0,1176.0,305.0,2.6538,206300.0
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,286500.0
-118.23,33.76,21.0,49.0,14.0,29.0,16.0,5.0,87500.0
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,362500.0
-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,4.0048,184600.0
-121.92,36.63,40.0,1076.0,193.0,406.0,180.0,3.4943,311100.0
-118.19,34.05,37.0,349.0,79.0,276.0,64.0,3.2125,125000.0
-118.3,33.77,18.0,3821.0,795.0,2831.0,769.0,2.9571,346200.0
-118.1,33.85,19.0,993.0,174.0,572.0,175.0,5.7039,277600.0
-117.02,32.74,12.0,3301.0,963.0,2000.0,879.0,1.8594,119200.0
-121.03,37.68,27.0,1956.0,327.0,1004.0,307.0,3.7857,110500.0
-117.0,32.72,10.0,3817.0,943.0,2352.0,875.0,2.1362,143200.0
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,500001.0
-122.45,37.79,52.0,1457.0,215.0,495.0,208.0,10.7097,500001.0
-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.913,192500.0
-122.62,38.54,24.0,2409.0,464.0,1006.0,403.0,4.5167,265200.0
-122.3,38.29,40.0,1739.0,318.0,744.0,312.0,2.6518,156100.0
-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,343400.0
-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,165400.0
-121.67,38.54,13.0,6141.0,1019.0,2553.0,967.0,4.2432,326500.0
-119.03,35.42,42.0,1705.0,418.0,905.0,393.0,1.6286,54600.0
-120.94,37.4,32.0,1175.0,208.0,774.0,222.0,3.0,109400.0
-118.35,34.03,49.0,2334.0,530.0,1334.0,447.0,1.89,124000.0
-116.94,32.78,17.0,13559.0,2656.0,6990.0,2533.0,3.434,193200.0
-118.53,34.45,26.0,828.0,149.0,508.0,158.0,5.2374,185500.0
-117.66,33.58,16.0,3016.0,394.0,1172.0,382.0,7.5196,315600.0
-118.3,33.74,23.0,3075.0,860.0,1584.0,806.0,2.9386,260500.0
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0
-117.92,33.87,44.0,308.0,87.0,301.0,100.0,2.1991,191100.0
-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,155500.0
-119.31,36.63,26.0,1874.0,416.0,1834.0,432.0,1.6486,55200.0
-117.89,33.6,36.0,1496.0,247.0,441.0,203.0,7.8164,500001.0
-118.48,33.96,16.0,895.0,181.0,237.0,149.0,12.0088,500001.0
-118.62,34.2,32.0,3233.0,553.0,1678.0,545.0,5.0025,234900.0
-122.22,38.1,44.0,2256.0,451.0,1057.0,426.0,3.1204,110800.0
-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,5.6605,224400.0
-118.52,34.27,36.0,3204.0,538.0,1499.0,499.0,5.5649,271200.0
-118.1,33.89,35.0,994.0,203.0,602.0,185.0,3.5865,178000.0
-118.09,34.09,36.0,1068.0,246.0,949.0,250.0,2.3462,188500.0
-118.02,33.78,28.0,3375.0,559.0,1754.0,554.0,5.5446,228900.0
-118.44,34.22,41.0,1030.0,214.0,664.0,223.0,3.8083,183800.0
-122.37,40.45,18.0,1748.0,337.0,921.0,327.0,3.3315,85400.0
-120.65,38.5,10.0,1783.0,337.0,638.0,262.0,2.65,116700.0
-117.69,33.52,3.0,7374.0,1444.0,3214.0,1279.0,4.538,278200.0
-117.86,34.09,26.0,3408.0,542.0,1664.0,543.0,6.1498,239100.0
-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,216800.0
-122.45,41.28,15.0,2740.0,503.0,1188.0,445.0,3.4519,128800.0
-121.87,37.1,20.0,1918.0,304.0,798.0,302.0,7.5755,402300.0
-118.3,34.1,36.0,2284.0,899.0,1964.0,839.0,1.9297,203300.0
-119.81,36.77,49.0,1749.0,314.0,705.0,300.0,3.15,72200.0
-118.08,33.99,38.0,1683.0,328.0,1369.0,339.0,3.6196,170700.0
-118.38,34.03,36.0,2101.0,569.0,1756.0,527.0,2.9344,222100.0
-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,223900.0
-117.99,34.12,37.0,1527.0,331.0,1504.0,324.0,3.2857,130100.0
-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,93800.0
-122.21,37.79,34.0,2364.0,557.0,1517.0,516.0,2.8365,139200.0
-118.34,34.21,36.0,1834.0,316.0,864.0,309.0,4.7885,302200.0
-123.68,40.24,31.0,1852.0,452.0,917.0,359.0,1.725,54300.0
-121.88,37.33,36.0,1904.0,689.0,3561.0,632.0,2.0972,187500.0
-117.13,32.92,17.0,1481.0,315.0,1002.0,300.0,3.6196,163400.0
-118.16,34.16,43.0,1276.0,226.0,545.0,209.0,4.1518,230700.0
-117.97,34.13,42.0,683.0,127.0,541.0,138.0,3.4375,151700.0
-121.27,38.87,16.0,2094.0,358.0,1092.0,357.0,4.4769,191400.0
-119.81,36.8,38.0,2252.0,325.0,777.0,314.0,6.1575,160100.0
-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,208500.0
-119.27,35.5,21.0,2171.0,483.0,1315.0,450.0,1.7105,52100.0
-121.92,37.27,29.0,5536.0,862.0,2651.0,881.0,5.6358,282100.0
-122.21,37.48,37.0,1326.0,335.0,1771.0,335.0,3.0147,218100.0
-121.92,36.55,37.0,2190.0,419.0,490.0,300.0,3.7852,465800.0
-118.42,34.28,34.0,1999.0,427.0,2391.0,439.0,2.8,144300.0
-121.39,38.59,34.0,1151.0,234.0,563.0,251.0,2.8,113600.0
-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,2.0094,87300.0
-121.99,37.58,31.0,2878.0,478.0,1276.0,485.0,6.2073,282500.0
-118.04,33.78,26.0,3642.0,557.0,1623.0,569.0,5.8426,259400.0
-118.88,34.22,22.0,3654.0,517.0,1565.0,518.0,6.2748,274800.0
-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,500001.0
-117.19,33.9,3.0,21060.0,3366.0,9623.0,2812.0,4.189,143000.0
-117.09,32.7,15.0,869.0,217.0,887.0,216.0,1.4583,84200.0
-120.73,37.38,23.0,1451.0,292.0,1052.0,265.0,2.8698,72900.0
-122.12,37.4,32.0,3514.0,473.0,1583.0,480.0,10.3894,500001.0
-122.05,37.31,25.0,4601.0,696.0,2003.0,666.0,8.0727,455500.0
-121.74,36.92,14.0,3355.0,695.0,1350.0,697.0,2.6506,164600.0
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,257600.0
-118.18,33.85,38.0,3596.0,862.0,2416.0,832.0,3.6897,169800.0
-118.25,33.99,42.0,2261.0,574.0,2496.0,527.0,1.5556,98500.0
-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,56700.0
-118.17,33.86,10.0,1664.0,508.0,1369.0,493.0,2.9886,175000.0
-117.19,33.53,6.0,108.0,18.0,43.0,17.0,3.475,187500.0
-117.12,32.66,52.0,16.0,4.0,8.0,3.0,1.125,60000.0
-118.09,33.91,14.0,2369.0,604.0,1546.0,464.0,3.7969,159400.0
-122.41,37.71,28.0,5015.0,1240.0,3900.0,1029.0,1.2269,181900.0
-122.68,38.46,19.0,4976.0,711.0,1926.0,625.0,7.3003,381300.0
-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134,416700.0
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,292500.0
