longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.95,33.76,29.0,1829.0,366.0,1703.0,343.0,4.1295,188000.0
-118.45,34.22,24.0,3442.0,1168.0,4625.0,1097.0,2.0699,183000.0
-118.43,34.04,52.0,2425.0,435.0,962.0,412.0,5.8587,494700.0
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,308800.0
-121.96,37.34,42.0,2001.0,402.0,942.0,375.0,4.4453,255400.0
-120.89,39.3,17.0,2282.0,431.0,974.0,371.0,3.5417,155100.0
-120.47,37.96,25.0,2505.0,529.0,1145.0,483.0,2.006,103000.0
-121.26,37.97,31.0,1189.0,295.0,891.0,292.0,2.5536,50500.0
-118.37,33.81,33.0,5057.0,790.0,2021.0,748.0,6.8553,482200.0
-123.72,41.09,19.0,1970.0,431.0,1166.0,363.0,1.8208,50000.0
-118.94,34.16,3.0,1170.0,148.0,493.0,142.0,8.0428,500001.0
-123.41,40.61,17.0,769.0,205.0,301.0,126.0,1.7875,55000.0
-118.39,34.19,25.0,3794.0,989.0,2454.0,876.0,2.9982,204200.0
-121.43,38.57,46.0,2443.0,476.0,939.0,457.0,3.5893,142000.0
-118.2,33.99,31.0,1186.0,387.0,2087.0,409.0,1.9132,154600.0
-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,83800.0
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,219400.0
-117.29,34.41,11.0,5934.0,1380.0,2756.0,1239.0,1.5758,108300.0
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,212300.0
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,129200.0
-122.0,37.34,31.0,3344.0,620.0,1604.0,572.0,5.2108,351500.0
-116.99,33.01,11.0,1412.0,185.0,529.0,166.0,7.7517,500001.0
-116.38,33.74,7.0,17579.0,3479.0,3581.0,1820.0,4.084,194500.0
-121.28,38.12,34.0,3268.0,640.0,1906.0,628.0,2.8237,110700.0
-120.67,35.3,19.0,1540.0,715.0,1799.0,635.0,0.7025,500001.0
-122.28,37.53,34.0,1980.0,385.0,970.0,391.0,5.1207,310900.0
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,94700.0
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,369700.0
-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,208800.0
-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,163100.0
-122.71,38.33,13.0,4011.0,936.0,2064.0,914.0,3.6953,157600.0
-118.32,34.03,35.0,3189.0,935.0,2221.0,801.0,2.1046,114000.0
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,210400.0
-117.65,33.42,25.0,2174.0,428.0,603.0,352.0,3.3967,249400.0
-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,165100.0
-122.49,37.85,38.0,240.0,29.0,63.0,34.0,12.2547,500001.0
-122.24,38.31,38.0,1938.0,301.0,823.0,285.0,6.1089,280800.0
-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,313800.0
-122.68,38.48,15.0,1575.0,262.0,716.0,259.0,5.3409,244600.0
-121.98,37.22,46.0,10088.0,1910.0,3728.0,1781.0,5.2321,500001.0
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,3.4183,104100.0
-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,84600.0
-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,2.9,144800.0
-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,3.9464,257200.0
-121.92,36.55,52.0,2616.0,483.0,582.0,313.0,3.275,500001.0
-117.7,33.61,16.0,2371.0,725.0,1738.0,686.0,3.6484,322600.0
-118.13,34.01,43.0,782.0,207.0,827.0,223.0,3.1538,154300.0
-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,189000.0
-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,80900.0
-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.2391,120000.0
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,144600.0
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,229100.0
-118.47,34.26,34.0,1300.0,289.0,650.0,291.0,3.8875,199200.0
-124.17,40.74,17.0,2026.0,338.0,873.0,313.0,4.0357,128900.0
-119.77,36.77,38.0,3065.0,658.0,1441.0,625.0,2.0564,64700.0
-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.0521,276600.0
-120.41,34.87,32.0,1997.0,317.0,866.0,281.0,5.062,158900.0
-121.1,37.8,35.0,1853.0,331.0,958.0,340.0,3.3578,149000.0
-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,4.575,336000.0
-117.24,32.8,18.0,2205.0,661.0,874.0,580.0,3.8018,112500.0
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,3.6949,115800.0
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,213800.0
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,247300.0
-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,2.6513,113300.0
-118.16,34.2,43.0,1810.0,343.0,988.0,307.0,3.8203,176000.0
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0
-122.02,37.56,23.0,4332.0,857.0,2461.0,829.0,4.3594,223400.0
-122.03,37.53,18.0,1746.0,437.0,1268.0,404.0,3.256,183300.0
-122.16,37.47,44.0,2581.0,437.0,1006.0,414.0,5.397,341700.0
-118.26,34.02,39.0,698.0,232.0,1046.0,228.0,2.2356,119500.0
-121.44,37.76,5.0,7264.0,1285.0,3670.0,1146.0,5.0443,194800.0
-117.4,34.06,17.0,5451.0,1008.0,3533.0,940.0,3.9191,101600.0
-117.6,34.02,16.0,2103.0,348.0,1305.0,356.0,5.2849,160400.0
-117.03,32.73,38.0,3174.0,606.0,1557.0,619.0,3.5861,123600.0
-117.04,32.58,20.0,2029.0,357.0,1497.0,353.0,4.0089,132100.0
-121.76,36.9,44.0,919.0,309.0,1321.0,301.0,2.0775,121400.0
-118.45,33.96,36.0,2723.0,547.0,1090.0,519.0,6.3267,500001.0
-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,436800.0
-118.16,33.86,26.0,6607.0,1663.0,4066.0,1558.0,2.5068,156300.0
-118.27,34.09,52.0,1079.0,222.0,439.0,201.0,4.625,230800.0
-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.0958,116400.0
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,131600.0
-118.2,33.89,40.0,2538.0,564.0,2170.0,541.0,2.7212,107900.0
-118.08,33.88,30.0,1901.0,519.0,2685.0,496.0,3.2639,120100.0
-122.0,36.98,20.0,2502.0,454.0,981.0,399.0,4.3,275000.0
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,292600.0
-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.053,229200.0
-122.11,37.05,18.0,3337.0,549.0,1449.0,519.0,5.1412,315800.0
-118.13,33.8,36.0,1496.0,271.0,743.0,265.0,4.4312,226000.0
-117.95,33.8,34.0,1654.0,285.0,905.0,292.0,4.6389,214600.0
-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,1.9939,65800.0
-118.3,34.05,46.0,1386.0,457.0,1845.0,485.0,2.1414,157700.0
-122.7,38.43,28.0,1585.0,412.0,1362.0,424.0,1.6685,114100.0
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181,147200.0
-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,6.1628,219200.0
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,275800.0
-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,5.8819,260500.0
-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,5.1099,213100.0
-118.34,34.08,52.0,1430.0,186.0,547.0,178.0,10.3661,500001.0
-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,3.2083,76200.0
-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,3.5363,90100.0
-118.15,34.71,36.0,1338.0,250.0,709.0,250.0,3.5625,101400.0
-118.02,33.95,36.0,1681.0,329.0,964.0,311.0,4.108,181200.0
-122.32,37.56,49.0,2016.0,299.0,691.0,288.0,5.549,500001.0
-118.41,34.17,27.0,3277.0,648.0,1382.0,615.0,3.875,366100.0
-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,4.0729,288500.0
-118.08,34.55,5.0,16181.0,2971.0,8152.0,2651.0,4.5237,141800.0
-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,500000.0
-118.25,34.16,14.0,3700.0,945.0,1681.0,905.0,3.9054,200000.0
-117.99,33.83,35.0,1484.0,252.0,916.0,248.0,5.2657,191400.0
-118.44,34.01,42.0,2061.0,396.0,907.0,393.0,6.0804,420000.0
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,259600.0
-120.46,37.31,35.0,2042.0,378.0,953.0,356.0,2.7344,87800.0
-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.1468,96900.0
